name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,262.38,229.38,217.27,4.01,5.52,19058393.2,22654498.333333332,5943974000.0,5196545464.0,3.96,153,-6.94,257,167.84,19,54.95,3.76,False,False,True
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,28.76,23.26,20.83,5.2,6.07,45534449.4,44148845.03333333,1269720783.0,1026813838.0,29.26,22,91.73,15,41.81,152,54.27,6.27,True,True,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,174.33,146.25,138.51,5.8,6.59,3737719.2,3471641.3,605211228.0,507717704.0,33.03,16,5.66,190,124.1,42,54.26,3.93,True,False,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,100.6,98.23,93.72,6.83,8.82,2671969.7,2722942.8,273928046.0,267479209.0,-7.28,273,-1.96,234,170.07,18,53.61,0.83,False,False,True
SHAZ,"SharonAI Holdings, Inc.",NASDAQ,Data Processing Services,63.21,59.66,59.2,6.82,8.69,1475759.6,1675543.7333333334,105911119.0,99956795.0,2.85,166,-26.05,363,158.11,23,44.97,0.78,False,False,True
APPN,Appian Corporation,NASDAQ,Packaged Software,36.9,37.78,33.55,5.16,5.71,932673.9,860306.0333333333,31745293.0,32498347.0,-1.07,195,80.53,17,55.43,123,44.96,1.75,False,True,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,167.33,125.22,113.8,4.68,5.61,25387243.9,27198890.966666665,4551190425.0,3405854193.0,39.81,11,63.28,34,22.54,196,41.88,8.39,True,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,71.44,73.33,69.55,5.95,6.25,4998131.7,3398763.7,242807679.0,249231342.0,1.58,173,79.36,19,43.6,149,41.51,0.43,False,True,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,89.96,74.6,69.82,6.19,5.22,9780473.1,6980863.9,627998516.0,520767793.0,32.45,18,22.33,113,61.8,111,38.86,5.53,True,False,False
BLSH,Bullish,NYSE,Packaged Software,40.7,32.29,28.74,5.89,6.17,1894876.3,1808613.6,73610574.0,58395913.0,36.81,14,63.78,33,12.12,233,37.57,6.75,True,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,276.53,237.44,226.85,5.73,6.71,18898508.7,14910657.866666667,4123244220.0,3540356783.0,34.09,15,-15.58,311,90.71,66,36.41,3.27,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,80.09,79.9,70.4,6.17,6.27,1054973.5,1545608.0666666667,123786204.0,123500215.0,-2.9,211,99.18,11,-10.13,318,28.71,2.2,False,True,False
GRML,Greenland Mines Ltd,NASDAQ,Miscellaneous Commercial Services,14.15,6.68,7.93,7.79,13.8,32579368.8,11331989.752666665,160347655.0,75731688.0,70.48,3,8.85,177,-20.51,364,19.61,5.68,True,False,False
CRML,Critical Metals Corp.,NASDAQ,Precious Metals,8.54,7.02,6.77,5.89,8.53,12809000.3,9388982.466666667,80181910.0,65945083.0,42.33,10,-10.58,282,10.19,240,13.98,3.06,True,False,False
RBLX,Roblox Corporation,NYSE,Packaged Software,49.87,42.15,43.7,4.36,4.85,9409956.9,10615013.4,529370718.0,447408661.0,28.73,23,6.11,188,-10.14,319,8.23,2.91,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.02,3.31,3.81,36.3,33.17,30437933.3,10805663.183333334,43438766.0,35763936.0,46.72,7,-61.92,439,-79.74,445,-31.65,0.17,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,9.34,8.14,9.76,6.71,9.95,2731162.8,8721440.566666666,81458255.0,70999794.0,37.15,13,-68.74,444,-68.27,442,-33.29,-0.44,True,False,False
